name_romaji	name_english	name_japanese	is_unverified	is_external	is_movie	is_adult	is_action	is_adventure	is_comedy	is_drama	is_ecchi	is_fantasy	is_horror	is_mahou_shoujo	is_mecha	is_music	is_mystery	is_psychological	is_romance	is_sci_fi	is_slice_of_life	is_sports	is_supernatural	is_thriller	format	status	source	episodes_amount	time_required	start_date	end_date	rating_value	rating_count	company_production	company_producer	company_creator	last_modified	file_modified_first	file_modified_last	file_modified_median	filesize_min	filesize_max	filesize_median
Akuma-kun	Devil Boy	悪魔くん	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	42	1500000	608601600	638236800	55	100	18	0	18	1718995207	1718995207	1718995207	1718995207	17193	39863	32056
Akuma-kun (Movie)	?	悪魔くん (Movie)	false	false	true	false	false	true	false	false	false	true	true	false	false	false	false	false	false	false	false	false	true	false	Movie	Finished	?	1	2400000	616464000	616464000	56	155	18	0	18	1714507641	1709466930	1709466930	1709466930	32795	32795	32795
Akuma-kun (ONA)	Akuma Kun	悪魔くん (ONA)	false	false	false	false	false	true	false	false	false	true	true	false	false	false	false	false	false	false	false	false	true	false	ONA	Finished	Manga	12	1440000	1699488000	1699488000	67	1331	354	18	18	1714507546	1714507546	1714507546	1714507546	34511	45383	39951
Akuma-kun: Youkoso Akuma Land e!!	?	悪魔くん ようこそ悪魔ランドへ!!	false	false	true	false	false	true	false	false	false	true	true	false	false	false	false	false	false	false	false	false	true	false	Movie	Finished	Manga	1	1500000	637027200	637027200	56	126	0	18	18	1714507688	1709466930	1709466930	1709466930	13234	13234	13234
Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen	Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord	悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～	false	true	false	false	false	false	true	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	12	1440000	1704758400	1711411200	71	15851	755	6698	755	1717236561	1709466934	1717236561	1713719912	414	84864	66689
Akuyaku Reijou nano de Last Boss wo Kattemimashita	I'm the Villainess, So I'm Taming the Final Boss	悪役令嬢なのでラスボスを飼ってみました	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	true	false	false	false	true	false	TV	Finished	Light Novel	12	1440000	1663977600	1670630400	71	16977	6288	143	6288	1718129600	1718129600	1718129600	1718129600	60556	60556	60556
Aldnoah.Zero	ALDNOAH.ZERO	アルドノア・ゼロ	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	12	1440000	1404604800	1411257600	70	42905	561	17	561	1717416601	1709466934	1717416601	1717415728	21163	1485207	31978
Aldnoah.Zero 2	ALDNOAH.ZERO Season 2	アルドノア・ゼロ 2	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	12	1440000	1420934400	1427587200	65	30571	561	963	561	1717416769	1709466934	1717416601	1717416088	33694	260879	41114
Alice Gear Aegis Expansion	alice gear aegis Expansion	アリス・ギア・アイギス Expansion	false	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Video Game	12	1440000	1680480000	1687132800	52	858	70	7391	70	1687701315	1709466939	1709466940	1709466939	27600	70441	45184
Alice in Deadly School	Alice in Deadly School	アリスインデッドリースクール	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	true	OVA	Finished	Other	1	2520000	1614729600	1614729600	50	1447	346	0	346	1717285635	1717285635	1717285635	1717285635	78784	78784	78784
Alice to Therese no Maboroshi Koujou	maboroshi	アリスとテレスのまぼろし工場	false	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	true	false	false	false	true	false	Movie	Finished	Original	1	6660000	1694736000	1694736000	71	5452	569	415	569	1714508070	1714508070	1714508070	1714508070	199780	199780	199780
Altered Carbon: Resleeved	Altered Carbon: Resleeved	オルタード・カーボン：リスリーブド	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	ONA	Finished	Other	1	4380000	1584576000	1584576000	61	1362	298	0	298	1715261529	1715261529	1715261529	1715261529	107501	107501	107501
Amaama to Inazuma	Sweetness & Lightning	甘々と稲妻	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	TV	Finished	Manga	12	1440000	1467676800	1474329600	73	26765	73	0	73	1717418020	1714124193	1717418020	1717417937	20252	32829	27039
Amagami SS	Amagami SS	アマガミSS	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Visual Novel	25	1440000	1278028800	1293148800	69	24010	48	144	48	1717458432	1717458035	1717458432	1717458035	29319	227178	39353
Amagami SS+ plus	?	アマガミSS+ plus	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Visual Novel	13	1440000	1325808000	1333065600	71	14281	48	145	48	1717459048	1717458787	1717459048	1717458787	20256	294785	27901
Amagami-san Chi no Enmusubi	Tying the Knot with an Amagami Sister	甘神さんちの縁結び	false	false	false	false	false	false	true	true	true	false	false	false	false	false	false	false	true	false	false	false	false	false	TV	Releasing	Manga	2	1440000	1727827200	0	68	319	6289	6202	6289	1727864455	1727864455	1727864455	1727864455	32698	32698	32698
Amagi Brilliant Park	Amagi Brilliant Park	甘城ブリリアントパーク	false	true	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Light Novel	13	1440000	1412640000	1419552000	72	61128	2	376	2	1717466787	1709466945	1717466787	1713466520	22282	2703010	28628
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!	Amagi Brilliant Park: No Time to Take It Easy!	甘城ブリリアントパーク 「のんびりしている暇がない!」	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	OVA	Finished	Light Novel	1	1440000	1435276800	1435276800	70	11954	2	0	2	1717465196	1709466945	1717465196	1713466070	32855	1933089	982972
Ame wo Tsugeru Hyouryuu Danchi	Drifting Home	雨を告げる漂流団地	false	true	false	false	false	true	false	true	false	false	false	false	false	false	true	false	false	false	false	false	true	false	ONA	Finished	Original	1	7200000	1663286400	1663286400	72	8244	4419	6199	4419	1725386081	1709466947	1725386081	1709466948	150500	175143	159033
Angel Beats!	Angel Beats!	Angel Beats!	false	true	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Original	13	1440000	1270252800	1277510400	77	188972	132	17	17	1717486078	1709466949	1717486078	1715914398	28020	199479	47349
Angel Beats! Specials	Angel Beats! Specials	エンジェルビーツ 特別篇	false	false	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	Special	Finished	Original	2	1680000	1292976000	1435104000	72	27609	132	17	17	1715914855	1715914454	1715914454	1715914454	43939	43939	43939
Angel Heart	Angel Heart	エンジェル・ハート	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Manga	50	1380000	1128384000	1159228800	66	710	0	17	17	1717487319	1717487319	1717487319	1717487319	17741	33375	24084
Angolmois: Genkou Kassenki	Angolmois: Record of Mongol Invasion	アンゴルモア 元寇合戦記	false	true	false	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1531267200	1537920000	67	5267	951	6698	951	1717320343	1717320343	1717320343	1717320343	22608	30304	28247
Animation Seisaku Shinkou Kuromi-chan	Animation Runner Kuromi	アニメーション制作進行くろみちゃん	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	OVA	Finished	?	1	2400000	985910400	985910400	66	982	96	284	96	1717487844	1717487844	1717487844	1717487844	1160940	1160940	1160940
Animation Seisaku Shinkou Kuromi-chan 2	Animation Runner Kuromi 2	アニメーション制作進行くろみちゃん 2	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	OVA	Finished	?	1	2700000	1075248000	1075248000	67	734	96	284	96	1717487982	1717487982	1717487982	1717487982	1526751	1526751	1526751
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.	Anohana: The Flower We Saw That Day	あの日見た花の名前を僕達はまだ知らない。	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	true	false	true	false	TV	Finished	Original	11	1320000	1302825600	1308873600	80	168049	561	17	17	1717498077	1717494436	1717498077	1717495886	25806	5934978	36132
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie	Anohana the Movie: The Flower We Saw That Day	劇場版 あの日見た花の名前を僕達はまだ知らない。	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	true	false	true	false	Movie	Finished	Original	1	5940000	1377907200	1377907200	75	26539	561	17	17	1725751368	1709467057	1725751368	1717498793	133608	6232156	302485
Ano Natsu de Matteru	Waiting in the Summer	あの夏で待ってる	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	true	true	false	false	false	TV	Finished	Original	12	1380000	1326153600	1332806400	71	28539	7	31	7	1717575451	1714124520	1717575451	1717574675	30237	228336	47921
Another	Another	アナザー	false	true	false	false	false	false	false	false	false	false	true	false	false	false	true	true	false	false	false	false	true	true	TV	Finished	Light Novel	12	1440000	1326153600	1332806400	70	150081	132	104	104	1718838780	1717588013	1718838780	1717588538	18831	80576	32104
Another World	Another World	アナザー・ワールド	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	ONA	Finished	Original	3	600000	1568332800	1570147200	68	4165	894	0	894	1717590562	1717280960	1717590562	1717435761	7838	26313	17722
Another: The Other - Inga	Another: The Other	アナザー The Other -因果-	false	false	false	false	false	false	false	false	false	false	true	false	false	false	true	false	false	false	false	false	false	true	OVA	Finished	Novel	1	1440000	1337990400	1337990400	68	21006	132	376	132	1717590100	1709467059	1717590100	1717588914	24064	63908	32792
Ansatsu Kyoushitsu	Assassination Classroom	暗殺教室	false	true	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	22	1380000	1420848000	1434758400	79	226131	456	102	456	1726123750	1709467103	1726123750	1717590858	11037	1935928	53573
Ansatsu Kyoushitsu 2	Assassination Classroom 2	暗殺教室 2	false	false	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	25	1380000	1452211200	1467331200	83	158066	456	0	456	1726126849	1709467103	1726126849	1717591902	17114	58631	33204
Ansatsu Kyoushitsu 2: Kagaijugyou-hen	?	暗殺教室 2 課外授業編	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	ONA	Finished	Manga	8	300000	1457654400	1463702400	73	4571	456	0	456	1726126982	1726126962	1726126982	1726126982	6126	10981	8678
Ao Haru Ride	Blue Spring Ride	アオハライド	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	12	1380000	1404777600	1411430400	75	86494	10	757	10	1717122266	1709467062	1717122266	1717121732	20215	65562	31958
Ao no 6-gou	Blue Submarine No. 6	青の6号	false	true	false	false	true	true	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Manga	4	1920000	909273600	953942400	65	3529	3	467	3	1717600668	1717600668	1717600668	1717600668	924299	1530289	1484578
Ao no Exorcist	Blue Exorcist	青の祓魔師	false	true	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	25	1440000	1302998400	1317513600	72	176279	561	17	17	1726301831	1714862877	1726301831	1714862934	28360	49284	35578
Ao no Exorcist Movie	Blue Exorcist: The Movie	青の祓魔師 -劇場版-	false	false	true	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	Movie	Finished	Manga	1	5280000	1356652800	1356652800	73	21496	561	17	17	1717601180	1717601180	1717601180	1717601180	4926182	4926182	4926182
Ao no Exorcist: Kyoto Fujouou-hen	Blue Exorcist: Kyoto Saga	青の祓魔師 京都不浄王篇	false	false	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	12	1440000	1483747200	1490400000	72	68517	561	6570	561	1714862974	1714862966	1714862974	1714862970	26205	41017	32228
Ao no Exorcist: Shimane Illuminati-hen	Blue Exorcist -Shimane Illuminati Saga-	青の祓魔師 島根啓明結社篇	false	false	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	12	1440000	1704585600	1711238400	70	7252	6164	17	17	1725773803	1725773803	1725773803	1725773803	27222	40117	32330
Ao no Kanata no Four Rhythm	AOKANA: Four Rhythm Across the Blue	蒼の彼方のフォーリズム	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	TV	Finished	Visual Novel	12	1440000	1452556800	1459209600	63	12533	3	238	3	1462481949	1709467068	1709467069	1709467068	46588	59214	52644
Ao no Orchestra	?	青のオーケストラ	false	true	false	false	false	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	TV	Finished	Manga	24	1440000	1680998400	1696723200	69	3678	22	111	22	1696828001	1709467070	1709467070	1709467070	17323	73696	29404
Aoashi	Aoashi	アオアシ	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	TV	Finished	Manga	24	1500000	1649462400	1663977600	81	24278	10	62	10	1717601828	1717601828	1717601828	1717601828	27200	35822	33172
Aoharu x Kikanjuu	Aoharu x Machinegun	青春×機関銃	false	true	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	true	true	false	false	TV	Finished	Manga	12	1380000	1435881600	1442534400	66	15948	112	376	112	1445868296	1709467063	1709467064	1709467064	26812	32258	30065
